Ticket,Ticket Name,Company Description,Currency,Price Today,Price Today (USD),Today's Price Date,52W Low Price,52W Low Date,Return (90D) %,Price Peak (5Y),Date Peak (5Y),Bottom Price After Peak (5Y),Bottom Date After Peak (5Y),Drawdown From Peak (5Y) %,Avg Volume (30D),Volatility (90D),Hit +30% From Bottom Date,Days Bottom → Hit30,Hit +30% From 52W Low Date,Days 52W Low → Hit30,180D Low Price,180D Low Date,Spike +30% Date,Spike +30% In Last 30D,Net Income LTM,Market Cap (USD),Cash Flow Yield,Net Debt (USD),EV at Low Date (USD),P/E at Low Date,Debt Years
EVR,Evercore Inc.,"Evercore Inc. , together with its subsidiaries, operates as an independent investment banking firm in the Americas, Europe, Middle East, Africa, and Asia-Pacific.",USD,343.64,343.64,2025-12-30,162.33,2025-04-08,4.1,361.83,2025-09-18,290.89,2025-10-30,19.6,322966,0.0219,,,2025-05-02,24.0,173.92,2025-04-21,2025-05-12,True,1850394000,14143427584,0.0468,280483968,7066946636,18.59,0.27
DIS,Walt Disney Co,"The Walt Disney Company operates as an entertainment company in Americas, Europe, and the Asia Pacific.",USD,114.79,114.79,2025-12-30,80.83,2025-04-08,2.3,197.26,2021-03-08,77.5,2023-10-04,60.7,11110316,0.0154,2024-02-08,127.0,2025-05-12,34.0,81.86,2025-04-16,2025-05-12,True,22875000000,205270106112,0.0512,39728001536,188542978941,23.66,3.94
FLEX,FLEX LTD.,"Flex Ltd. provides technology innovation, supply chain, and manufacturing solutions to data center, communications, enterprise, consumer, automotive, industrial, healthcare, industrial, and power industries.",USD,61.67,61.67,2025-12-30,26.68,2025-04-04,6.3,72.08,2025-12-10,61.67,2025-12-30,14.4,6530303,0.0294,,,2025-04-25,21.0,30.53,2025-04-21,2025-05-12,True,3573000000,22579494912,0.0623,2044000000,13460892782,16.33,1.72
ST,Sensata Technologies Holding plc,"Sensata Technologies Holding plc develops, manufactures, and sells sensors and sensor-rich solutions, electrical protection components and systems, and other products used in mission-critical systems and applications in the United States and inter...",USD,33.03,33.03,2025-12-30,17.48,2025-04-08,8.4,61.87,2022-01-04,17.48,2025-04-08,71.7,1360766,0.0241,2025-05-09,31.0,2025-05-09,31.0,18.65,2025-04-21,2025-05-09,True,798833000,5136631808,0.0614,2411856064,5160813916,54.25,5.05
NGVT,Ingevity Corp,"Ingevity Corporation manufactures and sells activated carbon products, derivative specialty chemicals, and engineered polymers in North America, the Asia Pacific, Europe, the Middle East, Africa, and South America.",USD,59.3,59.3,2025-12-30,29.88,2025-04-08,8.9,90.75,2023-02-17,29.88,2025-04-08,67.1,321933,0.03,2025-05-06,28.0,2025-05-06,28.0,31.07,2025-04-16,2025-05-09,True,-106000000,2325819648,0.0357,1208400064,2341407528,,5.04
GTX,Garrett Motion Inc.,"Garrett Motion Inc. , together with its subsidiaries, designs, manufactures, and sells turbocharging, air and fluid compression, and high-speed electric motor technologies for original equipment manufacturers and distributors in the United States,...",USD,17.59,17.59,2025-12-30,7.23,2025-04-04,28.6,17.69,2025-12-22,17.42,2025-12-23,1.5,2237546,0.0313,,,2025-05-01,27.0,8.74,2025-04-21,2025-05-09,True,1428000000,3662626048,0.0601,1306999936,3095982135,8.36,3.51
MGNI,"MAGNITE, INC.","Magnite, Inc. , together with its subsidiaries, operates an independent omni-channel sell-side advertising platform in the United States and internationally.",USD,16.46,16.46,2025-12-30,9.0,2025-04-08,-19.3,61.8,2021-02-11,5.78,2022-11-09,90.6,2335336,0.0336,2022-11-10,1.0,2025-04-23,15.0,9.68,2025-04-14,2025-05-08,True,-266656000,2384554752,0.1088,143095008,1533606424,43.47,0.89
APG,APi Group Corp,APi Group Corporation provides safety and specialty services worldwide.,USD,38.86,38.86,2025-12-30,21.47,2025-04-08,13.0,40.4,2025-12-11,38.2,2025-12-17,5.4,2307233,0.0179,,,2025-05-02,24.0,22.47,2025-04-21,2025-05-08,True,523000000,17456377856,0.0421,2497000000,12185885152,56.66,4.37
NPO,Enpro Inc.,"Enpro Inc. , an industrial technology company, design, develops, manufactures, and markets proprietary, value-added products and solutions to safeguard critical environments in the United States, Europe, Asia Pacific, and internationally.",USD,218.93,218.93,2025-12-30,136.65,2025-04-08,-4.2,233.7,2025-10-20,202.27,2025-11-18,13.5,177620,0.0231,,,2025-05-08,30.0,136.76,2025-04-21,2025-05-08,True,478100000,4839640576,0.033,323800000,3217809953,49.73,2.13
ALNT,ALLIENT INC,"Allient Inc. , together with its subsidiaries, designs, manufactures, and sells precision and specialty-controlled motion components and systems for various industries in the United States, Canada, South America, Europe, and the Asia-Pacific.",USD,53.94,53.94,2025-12-30,19.85,2025-04-08,18.6,56.86,2025-12-10,51.41,2025-12-17,9.6,167763,0.0331,,,2025-05-08,30.0,20.27,2025-04-21,2025-05-08,True,78746000,950530112,0.0636,174092992,518384846,39.71,3.65
OIS,"OIL STATES INTERNATIONAL, INC","Oil States International, Inc.",USD,6.89,6.89,2025-12-30,3.25,2025-04-08,12.2,10.39,2023-03-03,3.25,2025-04-08,68.7,665606,0.033,2025-05-01,23.0,2025-05-01,23.0,3.4,2025-04-15,2025-05-08,True,-71900000,480499712,0.0962,59167000,265182019,51.85,1.92
MYE,MYERS INDUSTRIES INC,"Myers Industries, Inc. engages in distribution of tire service supplies in Ohio.",USD,18.97,18.97,2025-12-30,8.9,2025-04-21,12.1,23.34,2023-02-28,8.9,2025-04-21,61.9,220130,0.0155,2025-05-08,17.0,2025-05-08,17.0,8.9,2025-04-21,2025-05-08,True,149873000,733230656,0.0466,353868984,695419796,1524.78,5.17
SBBTF,Vend Marketplaces ASA/ADR,"Vend Marketplaces ASA, together with its subsidiaries, develops and operates various marketplaces in Sweden, Norway, Denmark, Finland, and Poland.",USD,28.5,28.5,2025-12-30,22.57,2025-03-27,-13.6,34.44,2025-06-17,28.5,2025-11-19,17.2,170,0.0198,,,2025-05-08,42.0,22.57,2025-04-09,2025-05-08,True,45836000000,6162333696,0.1501,640999936,6262778072,0.49,0.57
RRX,REGAL REXNORD CORP,"Regal Rexnord Corporation provides sustainable solutions for power, transmit, and control motion products in the North America, Asia, Europe, and internationally.",USD,142.39,142.39,2025-12-30,93.61,2025-04-08,-0.6,180.39,2024-11-25,93.61,2025-04-08,48.1,747650,0.0258,2025-05-06,28.0,2025-05-06,28.0,96.18,2025-04-16,2025-05-07,True,857300000,10241935360,0.0361,4531800064,10947698022,37.48,4.84
ECG,"Everus Construction Group, Inc.","Everus Construction Group, Inc.",USD,87.63,87.63,2025-12-30,33.6,2025-04-04,5.7,101.21,2025-12-11,84.11,2025-12-17,16.9,554710,0.0381,,,2025-05-02,28.0,35.74,2025-04-21,2025-05-07,True,514834000,4451853824,0.0565,239693008,2062668084,16.15,1.8
CRL,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.","Charles River Laboratories International, Inc.",USD,201.98,201.98,2025-12-30,99.75,2025-04-11,18.5,458.3,2021-09-24,99.75,2025-04-11,78.2,744470,0.0213,2025-05-07,26.0,2025-05-07,26.0,102.67,2025-04-21,2025-05-07,True,1362129000,10606426112,0.0547,2424176992,7477129309,,4.46
EXTR,EXTREME NETWORKS INC,"Extreme Networks, Inc. , together with its subsidiaries, develops, markets, and sells network infrastructure equipment and related software in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific.",USD,16.89,16.89,2025-12-30,10.84,2025-04-08,-19.1,32.27,2023-08-11,10.58,2024-05-09,67.2,1191430,0.03,2024-07-11,63.0,2025-05-06,28.0,11.11,2025-04-21,2025-05-07,True,28914000,2119437952,0.0342,33382992,1518995248,4421.47,0.35
TPB,"Turning Point Brands, Inc.","Turning Point Brands, Inc. , together with its subsidiaries, manufactures, markets, and distributes branded consumer products in the United States and Canada.",USD,108.01,108.01,2025-12-30,54.4,2025-04-04,11.0,110.78,2025-12-16,105.76,2025-12-22,4.5,338120,0.0231,,,2025-05-07,33.0,56.42,2025-04-21,2025-05-07,True,141971000,1961808768,0.0375,105982016,1184624058,36.95,2.72
OPFI,OppFi Inc.,"OppFi Inc. , a tech-enabled digital finance platform, provides financial products and services for banks in the United States.",USD,10.83,10.83,2025-12-30,7.0,2025-01-07,-3.3,16.42,2025-02-07,7.91,2025-04-07,51.8,545750,0.0292,2025-05-07,30.0,2025-01-13,6.0,7.98,2025-04-21,2025-05-07,True,38905000,906237632,0.2471,287306000,984008935,,0.8
ZK,ZEEKR Intelligent Technology Holding Ltd,"ZEEKR Intelligent Technology Holding Limited, an investment holding company, engages in the research and development, production, commercialization, and sale of the electric vehicles and batteries.",USD,26.73,26.73,2025-12-23,18.38,2025-04-21,-8.2,32.84,2025-03-11,18.38,2025-04-21,44.0,333565,0.0147,2025-05-07,16.0,2025-05-07,16.0,18.38,2025-04-21,2025-05-07,True,-27066898000,6847498752,0.136,6200999424,10909455328,,4.18
GAERF,Central North Airport Group,"Grupo Aeroportuario del Centro Norte, S.",USD,13.8,13.8,2025-12-30,2.55,2024-12-27,72.7,14.61,2025-11-28,12.54,2025-12-11,14.2,1347,0.0799,,,2025-05-07,131.0,2.55,2025-04-14,2025-05-07,True,16698878000,5712990720,0.2745,9134969856,12324729395,0.83,1.64
STRL,"STERLING INFRASTRUCTURE, INC.","Sterling Infrastructure, Inc. engages in the provision of e-infrastructure, transportation, and building solutions in the United States.",USD,307.68,307.68,2025-12-30,104.96,2025-04-04,-9.0,411.07,2025-11-05,283.57,2025-12-17,31.0,606550,0.0441,,,2025-04-11,7.0,131.57,2025-04-21,2025-05-06,True,565222000,9142699008,0.0889,52805984,4094554115,18.89,0.15
ELF,"e.l.f. Beauty, Inc.",e. l.,USD,76.8,76.8,2025-12-30,49.95,2025-04-16,-43.2,218.0,2024-06-27,49.95,2025-04-16,77.1,1877933,0.0622,2025-05-02,16.0,2025-05-02,16.0,49.95,2025-04-16,2025-05-02,True,323052000,5131744256,0.031,723424000,3702280607,46.16,5.1
MAX,"MediaAlpha, Inc.","MediaAlpha, Inc. , through its subsidiaries, operates an insurance customer acquisition platform in the United States.",USD,13.03,13.03,2025-12-30,7.49,2025-04-15,16.5,64.11,2021-03-15,5.36,2023-05-16,91.6,442280,0.0276,2023-05-22,6.0,2025-05-02,17.0,7.49,2025-04-15,2025-05-02,True,-86732000,768351680,0.0843,116846008,542791607,34.99,1.34
DFIN,"Donnelley Financial Solutions, Inc.","Donnelley Financial Solutions, Inc.",USD,47.32,47.32,2025-12-30,38.28,2025-04-08,-8.9,69.9,2024-09-17,38.28,2025-04-08,45.2,264280,0.0277,2025-05-01,23.0,2025-05-01,23.0,40.29,2025-04-15,2025-05-02,False,423000000,1400034048,0.0461,141100000,1248864631,24.08,1.39
PGY,Pagaya Technologies Ltd.,"Pagaya Technologies Ltd. , a product-focused technology company, deploys data science and proprietary artificial intelligence-powered technology for financial services and other service providers, their customers, and asset investors in the United...",USD,21.19,21.19,2025-12-30,8.54,2025-01-14,-29.2,359.4,2022-08-02,6.88,2022-12-19,98.1,2773096,0.046,2022-12-21,2.0,2025-02-07,24.0,8.98,2025-04-21,2025-05-02,True,-923316000,2009094400,0.0321,584105968,1306061472,,3.42
PSIX,"POWER SOLUTIONS INTERNATIONAL, INC.","Power Solutions International, Inc.",USD,59.19,59.19,2025-12-30,18.7,2025-04-08,-35.8,115.78,2025-09-23,51.46,2025-11-20,55.6,474693,0.052,2025-12-19,29.0,2025-04-14,6.0,21.02,2025-04-22,2025-05-02,True,58383000,1455495552,0.0805,107298000,591618359,8.11,2.07
FIVE,"FIVE BELOW, INC","Five Below, Inc. operates as a specialty value retailer in the United States.",USD,188.59,188.59,2025-12-30,55.75,2025-04-08,21.5,236.21,2021-08-25,55.75,2025-04-08,76.4,1367946,0.0239,2025-04-23,15.0,2025-04-23,15.0,62.67,2025-04-15,2025-05-02,True,1095055000,10921654272,0.0405,1489695040,4946389456,18.28,4.61
TYHOY,Toyota Tsusho Corporation/ADR,"Toyota Tsusho Corporation engages in the metals, circular economy, supply chain, mobility, green infrastructure, digital solutions, and lifestyle businesses.",USD,16.84,16.84,2025-12-30,6.92,2025-04-04,16.5,18.11,2025-12-29,,,,15769,0.0658,,,2025-04-25,21.0,7.87,2025-04-16,2025-05-02,True,1200340000000,39127085056,0.2336,1321679847424,1338508926368,0.05,4.23
SNCY,"Sun Country Airlines Holdings, Inc.","Sun Country Airlines Holdings, Inc.",USD,14.39,14.39,2025-12-30,8.21,2025-04-21,22.3,43.08,2021-04-21,8.21,2025-04-21,80.9,766166,0.0295,2025-05-02,11.0,2025-05-02,11.0,8.21,2025-04-21,2025-05-02,True,224008000,818406400,0.1408,399531040,837258505,8.37,2.96
FTDR,"Frontdoor, Inc.","Frontdoor, Inc. provides home and new home structural warranties in the United States.",USD,58.35,58.35,2025-12-30,37.07,2025-03-18,-13.4,69.38,2025-10-23,49.1,2025-11-17,29.2,645826,0.0305,,,2025-05-02,45.0,39.06,2025-04-16,2025-05-02,True,605000000,4391361536,0.0523,656000064,3501497845,19.49,1.9
VRT,Vertiv Holdings Co,"Vertiv Holdings Co designs, manufactures, and services critical digital infrastructure technologies and life cycle services for data centers, communication networks, and commercial and industrial environments in the Americas, the Asia Pacific, Eur...",USD,164.34,164.34,2025-12-30,59.35,2025-04-04,1.7,199.2,2025-10-29,149.83,2025-12-17,24.8,6736490,0.0342,,,2025-04-23,19.0,67.5,2025-04-21,2025-05-01,True,1152200000,61472350208,0.0355,1247600000,27082199693,52.93,0.91
MYRG,MYR GROUP INC.,"MYR Group Inc. , through its subsidiaries, provides electrical construction services in the United States and Canada.",USD,219.16,219.16,2025-12-30,101.85,2025-04-08,8.5,235.79,2025-11-05,203.61,2025-11-21,13.6,250970,0.0272,,,2025-05-01,23.0,109.63,2025-04-21,2025-05-01,True,289644000,3442964736,0.0556,42754000,1744522249,34.1,0.27
LEG,LEGGETT & PLATT INC,"Leggett & Platt, Incorporated designs, manufactures, and sells engineered components and products in the United States, Europe, China, Canada, Mexico, and internationally.",USD,10.94,10.94,2025-12-30,6.46,2025-04-16,23.0,47.56,2021-05-10,6.46,2025-04-16,86.4,2136910,0.0335,2025-04-29,13.0,2025-04-29,13.0,6.46,2025-04-16,2025-04-29,True,63900000,1633361664,0.0818,1202800032,2091262034,9.9,4.3
SEZL,Sezzle Inc.,Sezzle Inc. operates as a technology-enabled payments company primarily in the United States and Canada.,USD,65.01,65.01,2025-12-30,28.7,2025-04-04,-17.5,182.16,2025-07-03,50.97,2025-11-17,72.0,912680,0.0409,2025-12-04,17.0,2025-04-09,5.0,38.59,2025-04-21,2025-04-29,True,-27641786,2593586688,0.0484,14019000,1331987211,17.12,0.26
PTON,"PELOTON INTERACTIVE, INC.","Peloton Interactive, Inc. provides fitness and wellness products and services in North America and internationally.",USD,6.23,6.23,2025-12-30,5.0,2025-04-08,-28.1,167.42,2021-01-13,2.88,2024-08-14,98.3,7530716,0.0357,2024-08-22,8.0,2025-04-28,20.0,5.32,2025-04-21,2025-04-29,True,-4760200000,2807659264,0.0686,858999936,3081730439,,2.26
HIMS,"Hims & Hers Health, Inc.","Hims & Hers Health, Inc. operates a telehealth platform that connects consumers to licensed healthcare professionals in the United States, the United Kingdom, Canada, and internationally.",USD,33.04,33.04,2025-12-30,24.18,2024-12-31,-41.3,68.74,2025-02-19,25.35,2025-04-22,63.1,14729500,0.0462,2025-04-29,7.0,2025-01-28,28.0,25.35,2025-04-22,2025-04-29,True,-70845000,7710454784,0.0302,488279040,6259168957,38.19,4.09
ARRY,"Array Technologies, Inc.","Array Technologies, Inc. manufactures and sells solar tracking technology products in the United States, Spain, Brazil, Australia, and internationally.",USD,9.4,9.4,2025-12-30,3.98,2025-04-08,3.2,51.05,2021-01-22,3.98,2025-04-08,92.2,6055916,0.0503,2025-04-28,20.0,2025-04-28,20.0,4.06,2025-04-15,2025-04-28,True,-149125000,1351817728,0.0646,509924000,1130079925,,5.78
CRNC,Cerence Inc.,"Cerence Inc. provides AI-powered assistants for the mobility/transportation market in the United States, the rest of the Americas, Germany, the rest of Europe, the Middle East, Africa, Japan, and the rest of the Asia-Pacific.",USD,10.79,10.79,2025-12-30,6.88,2025-04-04,-15.0,133.43,2021-02-12,2.37,2024-08-06,98.2,1563113,0.0555,2024-08-19,13.0,2025-04-25,21.0,7.1,2025-04-21,2025-04-25,True,-973872000,568102336,0.0572,129722992,449336829,,2.77
KRNGY,Karoon Gas Australia Ltd /ADR/,"Karoon Energy Ltd operates as an oil and gas exploration and production company in Brazil, the United States, and Australia.",USD,1.8,1.8,2025-12-30,1.38,2025-03-19,-21.0,3.73,2023-11-28,1.38,2025-03-19,63.0,16,0.05,2025-03-24,5.0,2025-03-24,5.0,1.41,2025-04-14,2025-04-17,True,230433000,655752000,0.0952,224500000,745429579,4.09,3.16
